fournisseur;ref_sku;nom_commercial;famille;categorie;poids_piece;unites_par_colis;url_source;date_collecte
Coup de Pates;25092;CROISSANT LE TOURIER 70G;VIEN;croissants;70g;120;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE/CROISSANTS-CRUS/CROISSANT-LE-TOURIER-70G/p/25092;2026-09-10
Coup de Pates;25096;CROISSANT DU FOURNIL 70G;VIEN;croissants;70g;160;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE/CROISSANTS-CRUS/CROISSANT-DU-FOURNIL-70G/p/25096;2026-09-10
Coup de Pates;25113;PAIN CHOCOLAT 2 BARRES BEURRE D´ISIGNY AOP 80G;VIEN;pains-au-chocolat;80g;150;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE/PAINS-AU-CHOCOLAT-CRUS/PAIN-CHOCOLAT-2-BARRES-BEURRE-D%C2%B4ISIGNY-AOP-80G/p/25113;2026-09-10
Coup de Pates;25112;CROISSANT BEURRE D´ISIGNY AOP 70G;VIEN;croissants;70g;150;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE/CROISSANTS-CRUS/CROISSANT-BEURRE-D%C2%B4ISIGNY-AOP-70G/p/25112;2026-09-10
Coup de Pates;25115;CHAUSSON POMME BEURRE D´ISIGNY AOP;VIEN;autres-viennoiseries;100g;40;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE/CHAUSSONS/CHAUSSON-POMME-BEURRE-D%C2%B4ISIGNY-AOP/p/25115;2026-09-10
Coup de Pates;25978;MINI PAIN CHOCOLAT 2 BARRES PREPOUSSE BEURRE D'ISIGNY AOP;VIEN;pains-au-chocolat;40g;170;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE/MINI-VIENNOISERIES-CLASSIQUES/MINI-PAIN-CHOCOLAT-2-BARRES-PREPOUSSE-BEURRE-D%27ISIGNY-AOP/p/25978;2026-09-10
Coup de Pates;25977;MINI CROISSANT PREPOUSSE BEURRE D'ISIGNY AOP;VIEN;croissants;30g;210;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE/MINI-VIENNOISERIES-CLASSIQUES/MINI-CROISSANT-PREPOUSSE-BEURRE-D%27ISIGNY-AOP/p/25977;2026-09-10
Coup de Pates;70595;CROISSANT LE FLEURON DU FOURNIL CRU 70G;VIEN;croissants;70g;150;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE/CROISSANTS-CRUS/CROISSANT-LE-FLEURON-DU-FOURNIL-CRU-70G/p/70595;2026-09-10
Coup de Pates;70596;PAIN CHOCOLAT 2 BARRES LE FLEURON DU FOURNIL CRU 80G;VIEN;pains-au-chocolat;80g;150;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE/PAINS-AU-CHOCOLAT-CRUS/PAIN-CHOCOLAT-2-BARRES-LE-FLEURON-DU-FOURNIL-CRU-80G/p/70596;2026-09-10
Coup de Pates;22071;CROISSANT COURBE DU FOURNIL 70G;VIEN;croissants;70g;165;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE/CROISSANTS-CRUS/CROISSANT-COURBE-DU-FOURNIL-70G/p/22071;2026-09-10
Coup de Pates;25098;PAIN CHOCOLAT 2 BARRES DU FOURNIL 80G;VIEN;pains-au-chocolat;80g;150;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE/PAINS-AU-CHOCOLAT-CRUS/PAIN-CHOCOLAT-2-BARRES-DU-FOURNIL-80G/p/25098;2026-09-10
Coup de Pates;25228;CROISSANT DU FOURNIL 80G;VIEN;croissants;80g;135;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE/CROISSANTS-CRUS/CROISSANT-DU-FOURNIL-80G/p/25228;2026-09-10
Coup de Pates;840806;MINI CROISSANT LES SECRETS DU FOURNIL® PRÉPOUSSÉ 30G;VIEN;croissants;30g;195;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE/MINI-VIENNOISERIES-CLASSIQUES/MINI-CROISSANT-LES-SECRETS-DU-FOURNIL%C2%AE-PR%C3%89POUSS%C3%89-30G/p/840806;2026-09-10
Coup de Pates;840807;MINI PAIN CHOCOLAT 2 BARRES LES SECRETS DU FOURNIL PREP 35G;VIEN;pains-au-chocolat;35g;210;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE/MINI-VIENNOISERIES-CLASSIQUES/MINI-PAIN-CHOCOLAT-2-BARRES-LES-SECRETS-DU-FOURNIL-PREP-35G/p/840807;2026-09-10
Coup de Pates;22229;CROISSANT COURBE PREPOUSSE LE TOURIER;VIEN;croissants;70g;69;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE/CROISSANTS-PREPOUSSES/CROISSANT-COURBE-PREPOUSSE-LE-TOURIER/p/22229;2026-09-10
Coup de Pates;25014;PAIN RAISIN PREPOUSSE LE TOURIER;VIEN;pains-aux-raisins;130g;50;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE/PAINS-AUX-RAISINS/PAIN-RAISIN-PREPOUSSE-LE-TOURIER/p/25014;2026-09-10
Coup de Pates;25093;PAIN CHOCOLAT 2 BARRES LE TOURIER 80G;VIEN;pains-au-chocolat;80g;120;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE/PAINS-AU-CHOCOLAT-CRUS/PAIN-CHOCOLAT-2-BARRES-LE-TOURIER-80G/p/25093;2026-09-10
Coup de Pates;25091;PAIN CHOCOLAT 2 BARRES LE TOURIER 70G;VIEN;pains-au-chocolat;70g;140;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE/PAINS-AU-CHOCOLAT-CRUS/PAIN-CHOCOLAT-2-BARRES-LE-TOURIER-70G/p/25091;2026-09-10
Coup de Pates;25124;BIG CHOCO 2 BARRES LE TOURIER;VIEN;viennoiserie;120g;90;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE/PAINS-AU-CHOCOLAT-CRUS/BIG-CHOCO-2-BARRES-LE-TOURIER/p/25124;2026-09-10
Coup de Pates;25207;CROISSANT PREPOUSSE DU FOURNIL;VIEN;croissants;80g;60;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE/CROISSANTS-PREPOUSSES/CROISSANT-PREPOUSSE-DU-FOURNIL/p/25207;2026-09-10
Coup de Pates;25229;CROISSANT LE TOURIER COURBE 70G;VIEN;croissants;70g;162;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE/CROISSANTS-CRUS/CROISSANT-LE-TOURIER-COURBE-70G/p/25229;2026-09-10
Coup de Pates;25220;PAIN RAISIN FEUILLETE LE TOURIER;VIEN;pains-aux-raisins;130g;70;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE/PAINS-AUX-RAISINS/PAIN-RAISIN-FEUILLETE-LE-TOURIER/p/25220;2026-09-10
Coup de Pates;25218;CROISSANT LE TOURIER 80G;VIEN;croissants;80g;110;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE/CROISSANTS-CRUS/CROISSANT-LE-TOURIER-80G/p/25218;2026-09-10
Coup de Pates;25261;MINI PAIN CHOCOLAT 2 BARRES LE TOURIER® 30G;VIEN;pains-au-chocolat;30g;200;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE/MINI-VIENNOISERIES-CLASSIQUES/MINI-PAIN-CHOCOLAT-2-BARRES-LE-TOURIER%C2%AE-30G/p/25261;2026-09-10
Coup de Pates;25004;MINI PAIN CHOCOLAT 2 BARRES SELECTION PREPOUSSE;VIEN;pains-au-chocolat;25g;250;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE/MINI-VIENNOISERIES-CLASSIQUES/MINI-PAIN-CHOCOLAT-2-BARRES-SELECTION-PREPOUSSE/p/25004;2026-09-10
Coup de Pates;25003;MINI PAIN RAISIN SELECTION PREPOUSSE;VIEN;pains-aux-raisins;30g;120;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE/MINI-VIENNOISERIES-CLASSIQUES/MINI-PAIN-RAISIN-SELECTION-PREPOUSSE/p/25003;2026-09-10
Coup de Pates;25002;MINI CROISSANT SELECTION PREPOUSSE;VIEN;croissants;25g;225;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE/MINI-VIENNOISERIES-CLASSIQUES/MINI-CROISSANT-SELECTION-PREPOUSSE/p/25002;2026-09-10
Coup de Pates;25001;BEIGNET BRETZEL;VIEN;autres-viennoiseries;70g;48;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE/BEIGNETS/BEIGNET-BRETZEL/p/25001;2026-09-10
Coup de Pates;25048;MINI PALMIER GOURMAND;VIEN;viennoiserie;20g;200;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE/MINI-VIENNOISERIES-GOURMANDES/MINI-PALMIER-GOURMAND/p/25048;2026-09-10
Coup de Pates;25043;TORSADE PEPITES DE CHOCOLAT BEURRE FIN;VIEN;autres-viennoiseries;120g;60;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE/VIENNOISERIES-GOURMANDES/TORSADE-PEPITES-DE-CHOCOLAT-BEURRE-FIN/p/25043;2026-09-10
Coup de Pates;25077;BRIOCHETTE TETE;VIEN;autres-viennoiseries;50g;80;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE/BRIOCHES/BRIOCHETTE-TETE/p/25077;2026-09-10
Coup de Pates;25046;CIGARETTE;VIEN;viennoiserie;7.042g;142;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE/P%C3%82TES-JAUNES%2C-SECHES-%26-A-CHOUX/CIGARETTE/p/25046;2026-09-10
Coup de Pates;25044;TUILES AUX AMANDES;VIEN;viennoiserie;8.571g;70;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE/P%C3%82TES-JAUNES%2C-SECHES-%26-A-CHOUX/TUILES-AUX-AMANDES/p/25044;2026-09-10
Coup de Pates;25047;PANCAKE DIAM 90;PATI;autres-patisseries;25g;80;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE/CR%C3%8APES%2C-PANCAKES-%26-GAUFRES/PANCAKE-DIAM-90/p/25047;2026-09-10
Coup de Pates;25083;GAUFRE BRUXELLOISE;PATI;autres-patisseries;80g;50;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE/CR%C3%8APES%2C-PANCAKES-%26-GAUFRES/GAUFRE-BRUXELLOISE/p/25083;2026-09-10
Coup de Pates;25095;PAIN CHOCOLAT 2 BARRES BEURRE CHARENTES POITOU AOP 90G;VIEN;pains-au-chocolat;90g;100;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE/PAINS-AU-CHOCOLAT-CRUS/PAIN-CHOCOLAT-2-BARRES-BEURRE-CHARENTES-POITOU-AOP-90G/p/25095;2026-09-10
Coup de Pates;25079;JESUITE;VIEN;viennoiserie;180g;25;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE/VIENNOISERIES-GOURMANDES/JESUITE/p/25079;2026-09-10
Coup de Pates;25103;MAXI PALMIER GOURMAND CRU 120G;VIEN;viennoiserie;120g;60;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE/VIENNOISERIES-GOURMANDES/MAXI-PALMIER-GOURMAND-CRU-120G/p/25103;2026-09-10
Coup de Pates;25116;CROISSANT BEURRE FIN 60G;VIEN;croissants;60g;180;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE/CROISSANTS-CRUS/CROISSANT-BEURRE-FIN-60G/p/25116;2026-09-10
Coup de Pates;25132;CHAUSSON POMME FRAMBOISE;VIEN;autres-viennoiseries;100g;54;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE/CHAUSSONS/CHAUSSON-POMME-FRAMBOISE/p/25132;2026-09-10
Coup de Pates;25104;PAIN RAISIN FEUILLETE BEURRE FIN;VIEN;pains-aux-raisins;105g;120;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE/PAINS-AUX-RAISINS/PAIN-RAISIN-FEUILLETE-BEURRE-FIN/p/25104;2026-09-10
Coup de Pates;25155;PAIN RAISIN BRIOCHE 170G;VIEN;pains-aux-raisins;170g;45;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE/PAINS-AUX-RAISINS/PAIN-RAISIN-BRIOCHE-170G/p/25155;2026-09-10
Coup de Pates;25144;BRIOCHETTE BOULE;VIEN;autres-viennoiseries;60g;150;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE/BRIOCHES/BRIOCHETTE-BOULE/p/25144;2026-09-10
Coup de Pates;28193;TRANCHE BRIOCHE PERDUE CUITE 85G;VIEN;autres-viennoiseries;85g;36;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE/BRIOCHES/TRANCHE-BRIOCHE-PERDUE-CUITE-85G/p/28193;2026-09-10
Coup de Pates;838234;MADELEINE NATURE;PATI;autres-patisseries;50g;60;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE/P%C3%82TES-JAUNES%2C-SECHES-%26-A-CHOUX/MADELEINE-NATURE/p/838234;2026-09-10
Coup de Pates;28108;KOUGLOF SUCRE;VIEN;viennoiserie;400g;10;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE/BRIOCHES/KOUGLOF-SUCRE/p/28108;2026-09-10
Coup de Pates;28122;BOTTEREAUX;VIEN;viennoiserie;20.619g;97;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE/BEIGNETS/BOTTEREAUX/p/28122;2026-09-10
Coup de Pates;25513;CREPE FINE NATURE SAVEUR FLEUR D'ORANGER DIAM 270 (PLIEE EN DEUX;VIEN;viennoiserie;50g;50;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE/CR%C3%8APES%2C-PANCAKES-%26-GAUFRES/CREPE-FINE-NATURE-SAVEUR-FLEUR-D%27ORANGER-DIAM-270-%28PLIEE-EN-DEUX/p/25513;2026-09-10
Coup de Pates;25130;CHAUSSON POMME;VIEN;autres-viennoiseries;100g;54;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE/CHAUSSONS/CHAUSSON-POMME/p/25130;2026-09-10
Coup de Pates;25171;PAIN AU LAIT;PAIN;autres-pains;70g;90;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE/BRIOCHES/PAIN-AU-LAIT/p/25171;2026-09-10
Coup de Pates;25110;CROISSANT BEURRE CHARENTES POITOU AOP 80G;VIEN;croissants;80g;150;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE/CROISSANTS-CRUS/CROISSANT-BEURRE-CHARENTES-POITOU-AOP-80G/p/25110;2026-09-10
Coup de Pates;25139;CHAUSSON POMME AVEC MORCEAUX;VIEN;autres-viennoiseries;100g;44;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE/CHAUSSONS/CHAUSSON-POMME-AVEC-MORCEAUX/p/25139;2026-09-10
Coup de Pates;25120;PAIN CHOCOLAT BEURRE FIN 2 BARRES 70G - PRE DORE;VIEN;pains-au-chocolat;70g;180;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE/PAINS-AU-CHOCOLAT-CRUS/PAIN-CHOCOLAT-BEURRE-FIN-2-BARRES-70G---PRE-DORE/p/25120;2026-09-10
Coup de Pates;25127;PAIN RAISIN BRIOCHE 120G;VIEN;pains-aux-raisins;120g;60;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE/PAINS-AUX-RAISINS/PAIN-RAISIN-BRIOCHE-120G/p/25127;2026-09-10
Coup de Pates;25125;PAIN CHOCOLAT BEURRE FIN 2 BARRES 80G;VIEN;pains-au-chocolat;80g;150;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE/PAINS-AU-CHOCOLAT-CRUS/PAIN-CHOCOLAT-BEURRE-FIN-2-BARRES-80G/p/25125;2026-09-10
Coup de Pates;25239;MINI BEIGNET SUCRE PARFUM CARAMEL;VIEN;autres-viennoiseries;27g;105;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE/BEIGNETS/MINI-BEIGNET-SUCRE-PARFUM-CARAMEL/p/25239;2026-09-10
Coup de Pates;25235;MINI BEIGNET SUCRE;VIEN;autres-viennoiseries;19g;105;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE/BEIGNETS/MINI-BEIGNET-SUCRE/p/25235;2026-09-10
Coup de Pates;25237;MINI BEIGNET SUCRE FRUITS ROUGES;VIEN;autres-viennoiseries;27g;105;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE/BEIGNETS/MINI-BEIGNET-SUCRE-FRUITS-ROUGES/p/25237;2026-09-10
Coup de Pates;25173;CHOUQUETTE SUCRE;VIEN;viennoiserie;15g;270;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE/P%C3%82TES-JAUNES%2C-SECHES-%26-A-CHOUX/CHOUQUETTE-SUCRE/p/25173;2026-09-10
Coup de Pates;25215;SCOUBICHOC;VIEN;viennoiserie;70g;60;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE/VIENNOISERIES-GOURMANDES/SCOUBICHOC/p/25215;2026-09-10
Coup de Pates;25241;MINI BEIGNET SUCRE PARFUM CHOCOLAT NOISETTE;VIEN;autres-viennoiseries;27g;105;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE/BEIGNETS/MINI-BEIGNET-SUCRE-PARFUM-CHOCOLAT-NOISETTE/p/25241;2026-09-10
Coup de Pates;25236;MINI BEIGNET SUCRE POMME;VIEN;autres-viennoiseries;27g;105;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE/BEIGNETS/MINI-BEIGNET-SUCRE-POMME/p/25236;2026-09-10
Coup de Pates;25270;MINI PAIN RAISIN FEUILLETE;VIEN;pains-aux-raisins;35g;150;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE/MINI-VIENNOISERIES-CLASSIQUES/MINI-PAIN-RAISIN-FEUILLETE/p/25270;2026-09-10
Coup de Pates;25273;BRETZEL FOURRE CREME DECOR SUCRE AMANDES;PATI;autres-patisseries;149.062g;32;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE/VIENNOISERIES-GOURMANDES/BRETZEL-FOURRE-CREME-DECOR-SUCRE-AMANDES/p/25273;2026-09-10
Coup de Pates;25256;MINI TORSADE PEPITES DE CHOCOLAT BEURRE FIN;VIEN;autres-viennoiseries;28g;180;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE/MINI-VIENNOISERIES-GOURMANDES/MINI-TORSADE-PEPITES-DE-CHOCOLAT-BEURRE-FIN/p/25256;2026-09-10
Coup de Pates;25263;MINI ROCHER COCO SELECTION;VIEN;viennoiserie;10g;200;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE/P%C3%82TES-JAUNES%2C-SECHES-%26-A-CHOUX/MINI-ROCHER-COCO-SELECTION/p/25263;2026-09-10
Coup de Pates;25281;BRIOCHE TRESSEE CUITE;VIEN;autres-viennoiseries;400g;12;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE/BRIOCHES/BRIOCHE-TRESSEE-CUITE/p/25281;2026-09-10
Coup de Pates;25252;MINI CROISSANT;VIEN;croissants;25g;200;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE/MINI-VIENNOISERIES-CLASSIQUES/MINI-CROISSANT/p/25252;2026-09-10
Coup de Pates;25275;MINI CHAUSSON POMME BEURRE FIN;VIEN;autres-viennoiseries;40g;150;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE/CHAUSSONS/MINI-CHAUSSON-POMME-BEURRE-FIN/p/25275;2026-09-10
Coup de Pates;25284;MINI GAUFRE AU SUCRE PERLE;PATI;autres-patisseries;12g;120;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE/CR%C3%8APES%2C-PANCAKES-%26-GAUFRES/MINI-GAUFRE-AU-SUCRE-PERLE/p/25284;2026-09-10
Coup de Pates;25373;MAXI BEIGNET PARFUM CHOCOLAT NOISETTE;VIEN;autres-viennoiseries;125g;24;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE/BEIGNETS/MAXI-BEIGNET-PARFUM-CHOCOLAT-NOISETTE/p/25373;2026-09-10
Coup de Pates;25411;MAXI BRIOCHE TRESSEE CUITE;VIEN;autres-viennoiseries;;1;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE/BRIOCHES/MAXI-BRIOCHE-TRESSEE-CUITE/p/25411;2026-09-10
Coup de Pates;25326;JALOUSIE POMME;VIEN;viennoiserie;110g;46;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE/VIENNOISERIES-GOURMANDES/JALOUSIE-POMME/p/25326;2026-09-10
Coup de Pates;25334;CROISSANT PARFUM CHOCOLAT NOISETTE PREPOUSSE;VIEN;croissants;100g;32;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE/VIENNOISERIES-GOURMANDES/CROISSANT-PARFUM-CHOCOLAT-NOISETTE-PREPOUSSE/p/25334;2026-09-10
Coup de Pates;25336;CROISSANT FRAMBOISE PREPOUSSE;VIEN;croissants-fourres;100g;32;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE/VIENNOISERIES-GOURMANDES/CROISSANT-FRAMBOISE-PREPOUSSE/p/25336;2026-09-10
Coup de Pates;25371;MAXI BEIGNET NATURE;VIEN;autres-viennoiseries;95g;24;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE/BEIGNETS/MAXI-BEIGNET-NATURE/p/25371;2026-09-10
Coup de Pates;25288;CHAUSSON POMME AVEC MORCEAUX 120G;VIEN;autres-viennoiseries;120g;40;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE/CHAUSSONS/CHAUSSON-POMME-AVEC-MORCEAUX-120G/p/25288;2026-09-10
Coup de Pates;25385;MINI CREPE SUCREE DIAM 100;VIEN;viennoiserie;15g;180;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE/CR%C3%8APES%2C-PANCAKES-%26-GAUFRES/MINI-CREPE-SUCREE-DIAM-100/p/25385;2026-09-10
Coup de Pates;25314;SUISSE AUX PEPITES DE CHOCOLAT;VIEN;pains-au-chocolat;120g;90;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE/VIENNOISERIES-GOURMANDES/SUISSE-AUX-PEPITES-DE-CHOCOLAT/p/25314;2026-09-10
Coup de Pates;25287;SUISSE AUX PEPITES DE CHOCOLAT PREPOUSSE;VIEN;pains-au-chocolat;110g;60;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE/VIENNOISERIES-GOURMANDES/SUISSE-AUX-PEPITES-DE-CHOCOLAT-PREPOUSSE/p/25287;2026-09-10
Coup de Pates;25377;MAXI BEIGNET AUX POMMES AVEC MORCEAUX;VIEN;autres-viennoiseries;125g;24;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE/BEIGNETS/MAXI-BEIGNET-AUX-POMMES-AVEC-MORCEAUX/p/25377;2026-09-10
Coup de Pates;25354;BRIOCHE MOUSSELINE SUCRE EN GRAIN CUITE 400G;VIEN;autres-viennoiseries;400g;6;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE/BRIOCHES/BRIOCHE-MOUSSELINE-SUCRE-EN-GRAIN-CUITE-400G/p/25354;2026-09-10
Coup de Pates;25544;PAIN CHOCOLAT PREPOUSSE D HUBERT 80G;VIEN;pains-au-chocolat;80g;70;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE/PAINS-AU-CHOCOLAT-PREPOUSSES/PAIN-CHOCOLAT-PREPOUSSE-D-HUBERT-80G/p/25544;2026-09-10
Coup de Pates;25510;CREPE FINE NATURE DIAM 270 (PLIEE EN DEUX);VIEN;viennoiserie;50g;50;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE/CR%C3%8APES%2C-PANCAKES-%26-GAUFRES/CREPE-FINE-NATURE-DIAM-270-%28PLIEE-EN-DEUX%29/p/25510;2026-09-10
Coup de Pates;25514;CREPE FINE SUCREE AU RHUM NEGRITA DIAM 270 (PLIEE EN QUATRE);VIEN;viennoiserie;55g;50;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE/CR%C3%8APES%2C-PANCAKES-%26-GAUFRES/CREPE-FINE-SUCREE-AU-RHUM-NEGRITA-DIAM-270-%28PLIEE-EN-QUATRE%29/p/25514;2026-09-10
Coup de Pates;25417;CHAUSSON POMME D HUBERT CRU 120G;VIEN;autres-viennoiseries;120g;40;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE/CHAUSSONS/CHAUSSON-POMME-D-HUBERT-CRU-120G/p/25417;2026-09-10
Coup de Pates;25519;CREPE NEUTRE DIAM 270;VIEN;viennoiserie;55g;50;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE/CR%C3%8APES%2C-PANCAKES-%26-GAUFRES/CREPE-NEUTRE-DIAM-270/p/25519;2026-09-10
Coup de Pates;25518;CREPE FINE NATURE DIAM 310 PLIEE EN DEUX;VIEN;viennoiserie;70g;50;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE/CR%C3%8APES%2C-PANCAKES-%26-GAUFRES/CREPE-FINE-NATURE-DIAM-310-PLIEE-EN-DEUX/p/25518;2026-09-10
Coup de Pates;25517;CREPE SUCREE DIAM 240;VIEN;viennoiserie;90g;50;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE/CR%C3%8APES%2C-PANCAKES-%26-GAUFRES/CREPE-SUCREE-DIAM-240/p/25517;2026-09-10
Coup de Pates;25594;CROISSANT PREPOUSSE D HUBERT 70G;VIEN;croissants;70g;64;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE/CROISSANTS-PREPOUSSES/CROISSANT-PREPOUSSE-D-HUBERT-70G/p/25594;2026-09-10
Coup de Pates;25721;MERINGUE PÂTISSIERE;VIEN;viennoiserie;70g;48;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE/P%C3%82TES-JAUNES%2C-SECHES-%26-A-CHOUX/MERINGUE-P%C3%82TISSIERE/p/25721;2026-09-10
Coup de Pates;25952;PAIN CHOCOLAT 2 BARRES PREPOUSSE;VIEN;pains-au-chocolat;75g;70;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE/PAINS-AU-CHOCOLAT-PREPOUSSES/PAIN-CHOCOLAT-2-BARRES-PREPOUSSE/p/25952;2026-09-10
Coup de Pates;25956;CROISSANT PREPOUSSE 60G;VIEN;croissants;60g;70;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE/CROISSANTS-PREPOUSSES/CROISSANT-PREPOUSSE-60G/p/25956;2026-09-10
